PHY_SERDES,WSDS_ANA_01,0x40004,1,0,0-0,0-0
PHY_SERDES,WSDS_ANA_02,0x40008,1,0,0-0,0-0
PHY_SERDES,WSDS_ANA_03,0x4000C,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_04,0x40010,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_05,0x40014,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_06,0x40018,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_07,0x4001C,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_08,0x40020,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_09,0x40024,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_0A,0x40028,2,0,0-0,0-0
PHY_SERDES,WSDS_ANA_0B,0x4002C,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_00,0x40030,13,0,0-0,0-0
PHY_SERDES,WSDS_DIG_01,0x40034,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_02,0x40038,10,0,0-0,0-0
PHY_SERDES,WSDS_DIG_03,0x4003C,3,0,0-0,0-0
PHY_SERDES,WSDS_DIG_04,0x40040,4,0,0-0,0-0
PHY_SERDES,WSDS_DIG_05,0x40044,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_06,0x40048,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_07,0x4004C,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_08,0x40050,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_09,0x40054,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_0A,0x40058,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_0B,0x4005C,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_0C,0x40060,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_0D,0x40064,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_0E,0x40068,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_0F,0x4006C,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_10,0x40070,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_11,0x40074,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_12,0x40078,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_13,0x4007C,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_14,0x40080,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_15,0x40084,1,0,0-0,0-0
PHY_SERDES,WSDS_DIG_16,0x40088,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_17,0x4008C,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_18,0x40090,14,0,0-0,0-0
PHY_SERDES,WSDS_DIG_19,0x40094,2,0,0-0,0-0
PHY_SERDES,WSDS_DIG_1A,0x40098,3,0,0-0,0-0
